

Threshold (S, V) : (2, 10)
Threshold (S, V) : (3, 10.5)
The Last V Value is : 30.3697
The Last V Value is : 28.5671
The Last V Value is : 29.0825
The Last V Value is : 30.7147
The Last V Value is : 31.4142
The Last V Value is : 31.3051
The Last V Value is : 29.9122
The Last V Value is : 33.1879
The Last V Value is : 24.3331
The Last V Value is : 36.4253
The Last V Value is : 28.8687
The Last V Value is : 29.5865
The Last V Value is : 29.0876
The Last V Value is : 34.8356
The Last V Value is : 30.5256
The Last V Value is : 29.7546
The Last V Value is : 29.5853
The Last V Value is : 21.3878
The Last V Value is : 24.8973
The Last V Value is : 32.3361
The Last V Value is : 31.7471
The Last V Value is : 31.1433
The Last V Value is : 29.3858
The Last V Value is : 28.8452
The Last V Value is : 29.517
The Last V Value is : 33.4277
The Last V Value is : 25.8801
The Last V Value is : 32.5532
The Last V Value is : 26.083
The Last V Value is : 31.4414
The Last V Value is : 29.7204
The Last V Value is : 33.4844
The Last V Value is : 29.4275
The Last V Value is : 30.126
The Last V Value is : 25.5272
The Last V Value is : 30.9819
The Last V Value is : 31.0261
The Last V Value is : 29.4512
The Last V Value is : 27.7993
The Last V Value is : 28.8721
The Last V Value is : 32.6839
The Last V Value is : 27.0915
The Last V Value is : 27.7425
The Last V Value is : 35.7755
The Last V Value is : 32.9582
The Last V Value is : 30.0728
The Last V Value is : 32.9667
The Last V Value is : 26.1608
The Last V Value is : 30.4962
The Last V Value is : 28.7214
average final V value : 29.9457
total change time : 249.96


Threshold (S, V) : (3.5, 10.5)
The Last V Value is : 31.7761
The Last V Value is : 27.6107
The Last V Value is : 31.9736
The Last V Value is : 30.613
The Last V Value is : 33.0093
The Last V Value is : 31.8167
The Last V Value is : 27.8563
The Last V Value is : 28.3632
The Last V Value is : 27.5835
The Last V Value is : 26.9788
The Last V Value is : 28.5645
The Last V Value is : 30.6991
The Last V Value is : 25.173
The Last V Value is : 29.5024
The Last V Value is : 29.1928
The Last V Value is : 27.6948
The Last V Value is : 30.1609
The Last V Value is : 31.1778
The Last V Value is : 28.3869
The Last V Value is : 28.2701
The Last V Value is : 35.5589
The Last V Value is : 26.9209
The Last V Value is : 29.5139
The Last V Value is : 28.2307
The Last V Value is : 29.722
The Last V Value is : 25.0084
The Last V Value is : 34.9779
The Last V Value is : 29.8079
The Last V Value is : 29.9697
The Last V Value is : 26.9093
The Last V Value is : 26.442
The Last V Value is : 28.6631
The Last V Value is : 29.985
The Last V Value is : 32.3212
The Last V Value is : 26.4679
The Last V Value is : 35.4899
The Last V Value is : 33.8921
The Last V Value is : 30.3307
The Last V Value is : 24.551
The Last V Value is : 27.0887
The Last V Value is : 27.8774
The Last V Value is : 26.5981
The Last V Value is : 26.113
The Last V Value is : 31.0251
The Last V Value is : 30.4281
The Last V Value is : 25.4239
The Last V Value is : 32.4849
The Last V Value is : 25.4336
The Last V Value is : 31.2943
The Last V Value is : 28.6527
average final V value : 29.2717
total change time : 208.92


Threshold (S, V) : (4, 10.5)
The Last V Value is : 28.2794
The Last V Value is : 30.9556
The Last V Value is : 25.6668
The Last V Value is : 32.4962
The Last V Value is : 22.2545
The Last V Value is : 28.8467
The Last V Value is : 26.5214
The Last V Value is : 32.1926
The Last V Value is : 30.3034
The Last V Value is : 32.0336
The Last V Value is : 25.3025
The Last V Value is : 29.4452
The Last V Value is : 33.5678
The Last V Value is : 32.5346
The Last V Value is : 27.5898
The Last V Value is : 29.8862
The Last V Value is : 28.8416
The Last V Value is : 30.8706
The Last V Value is : 26.2226
The Last V Value is : 28.6023
The Last V Value is : 24.489
The Last V Value is : 24.4284
The Last V Value is : 23.8497
The Last V Value is : 31.0127
The Last V Value is : 26.6675
The Last V Value is : 33.5374
The Last V Value is : 29.952
The Last V Value is : 27.5271
The Last V Value is : 24.4548
The Last V Value is : 28.3444
The Last V Value is : 28.9863
The Last V Value is : 29.0939
The Last V Value is : 31.148
The Last V Value is : 30.5512
The Last V Value is : 31.6
The Last V Value is : 32.4444
The Last V Value is : 29.7803
The Last V Value is : 32.2265
The Last V Value is : 30.8362
The Last V Value is : 29.9367
The Last V Value is : 29.9828
The Last V Value is : 28.627
The Last V Value is : 32.2899
The Last V Value is : 20.1669
The Last V Value is : 31.0048
The Last V Value is : 29.0689
The Last V Value is : 33.8303
The Last V Value is : 30.0547
The Last V Value is : 33.4385
The Last V Value is : 33.3254
average final V value : 29.3014
total change time : 178


Threshold (S, V) : (4.5, 10.5)
The Last V Value is : 32.3752
The Last V Value is : 29.5004
The Last V Value is : 27.3153
The Last V Value is : 27.5507
The Last V Value is : 29.5042
The Last V Value is : 29.2954
The Last V Value is : 34.1039
The Last V Value is : 32.2331
The Last V Value is : 27.3209
The Last V Value is : 34.2263
The Last V Value is : 29.0319
The Last V Value is : 34.8421
The Last V Value is : 28.8453
The Last V Value is : 34.188
The Last V Value is : 27.6676
The Last V Value is : 32.4309
The Last V Value is : 29.6562
The Last V Value is : 30.8996
The Last V Value is : 28.2763
The Last V Value is : 24.6406
The Last V Value is : 26.1434
The Last V Value is : 26.955
The Last V Value is : 30.1063
The Last V Value is : 32.9722
The Last V Value is : 28.5383
The Last V Value is : 27.969
The Last V Value is : 28.5525
The Last V Value is : 30.0723
The Last V Value is : 30.5869
The Last V Value is : 28.168
The Last V Value is : 27.3771
The Last V Value is : 28.7669
The Last V Value is : 26.1407
The Last V Value is : 33.9492
The Last V Value is : 25.7325
The Last V Value is : 27.8667
The Last V Value is : 26.741
The Last V Value is : 25.6047
The Last V Value is : 28.8368
The Last V Value is : 31.2238
The Last V Value is : 29.1202
The Last V Value is : 28.9805
The Last V Value is : 27.0741
The Last V Value is : 26.2459
The Last V Value is : 25.3548
The Last V Value is : 34.2277
The Last V Value is : 30.0161
The Last V Value is : 25.465
The Last V Value is : 35.7741
The Last V Value is : 29.8007
average final V value : 29.3653
total change time : 198.44


Threshold (S, V) : (5, 10.5)
The Last V Value is : 28.0658
The Last V Value is : 27.4616
The Last V Value is : 25.6974
The Last V Value is : 32.9672
The Last V Value is : 24.6766
The Last V Value is : 33.0892
The Last V Value is : 28.3233
The Last V Value is : 25.7548
The Last V Value is : 32.9663
The Last V Value is : 32.9957
The Last V Value is : 24.4093
The Last V Value is : 22.7725
The Last V Value is : 28.5371
The Last V Value is : 32.4196
The Last V Value is : 26.7997
The Last V Value is : 29.0162
The Last V Value is : 27.7995
The Last V Value is : 25.738
The Last V Value is : 32.7876
The Last V Value is : 22.43
The Last V Value is : 30.5736
The Last V Value is : 27.6362
The Last V Value is : 24.2866
The Last V Value is : 29.177
The Last V Value is : 29.9253
The Last V Value is : 27.5206
The Last V Value is : 28.3274
The Last V Value is : 21.5141
The Last V Value is : 29.9903
The Last V Value is : 29.9294
The Last V Value is : 26.2238
The Last V Value is : 28.0987
The Last V Value is : 34.0155
The Last V Value is : 25.308
The Last V Value is : 26.3656
The Last V Value is : 31.8065
The Last V Value is : 29.4962
The Last V Value is : 21.7221
The Last V Value is : 24.8908
The Last V Value is : 31.506
The Last V Value is : 19.5189
The Last V Value is : 26.124
The Last V Value is : 27.3119
The Last V Value is : 26.9132
The Last V Value is : 28.3913
The Last V Value is : 30.5893
The Last V Value is : 30.9458
The Last V Value is : 28.6309
The Last V Value is : 27.9436
The Last V Value is : 26.3567
average final V value : 27.9149
total change time : 137.62


Threshold (S, V) : (5.5, 10.5)
The Last V Value is : 33.5655
The Last V Value is : 27.8485
The Last V Value is : 30.1151
The Last V Value is : 25.3117
The Last V Value is : 27.3735
The Last V Value is : 24.4497
The Last V Value is : 29.9194
The Last V Value is : 28.3251
The Last V Value is : 25.9364
The Last V Value is : 29.0427
The Last V Value is : 28.068
The Last V Value is : 29.5556
The Last V Value is : 28.3379
The Last V Value is : 29.066
The Last V Value is : 29.256
The Last V Value is : 29.6432
The Last V Value is : 27.8689
The Last V Value is : 32.3585
The Last V Value is : 30.7979
The Last V Value is : 27.7106
The Last V Value is : 29.971
The Last V Value is : 30.039
The Last V Value is : 26.7594
The Last V Value is : 32.1487
The Last V Value is : 27.4338
The Last V Value is : 26.8702
The Last V Value is : 27.2632
The Last V Value is : 30.1972
The Last V Value is : 28.1793
The Last V Value is : 31.4222
The Last V Value is : 25.5409
The Last V Value is : 28.1961
The Last V Value is : 33.2057
The Last V Value is : 30.02
The Last V Value is : 32.6145
The Last V Value is : 27.7369
The Last V Value is : 29.9414
The Last V Value is : 27.6295
The Last V Value is : 30.197
The Last V Value is : 27.6397
The Last V Value is : 26.8595
The Last V Value is : 31.5595
The Last V Value is : 25.8378
The Last V Value is : 31.1347
The Last V Value is : 25.7266
The Last V Value is : 30.6615
The Last V Value is : 24.4623
The Last V Value is : 34.4106
The Last V Value is : 27.7916
The Last V Value is : 28.5069
average final V value : 28.8901
total change time : 98.3


Threshold (S, V) : (6, 10.5)
The Last V Value is : 29.4492
The Last V Value is : 24.247
The Last V Value is : 30.6594
The Last V Value is : 26.4153
The Last V Value is : 31.6293
The Last V Value is : 26.5878
The Last V Value is : 32.4315
The Last V Value is : 30.9655
The Last V Value is : 30.5915
The Last V Value is : 28.2919
The Last V Value is : 27.984
The Last V Value is : 29.0725
The Last V Value is : 21.6963
The Last V Value is : 28.1637
The Last V Value is : 30.5822
The Last V Value is : 25.3445
The Last V Value is : 25.6308
The Last V Value is : 31.2975
The Last V Value is : 31.1602
The Last V Value is : 30.526
The Last V Value is : 34.1598
The Last V Value is : 25.2128
The Last V Value is : 28.2103
The Last V Value is : 23.8551
The Last V Value is : 26.0073
The Last V Value is : 25.5349
The Last V Value is : 29.2242
The Last V Value is : 26.1885
The Last V Value is : 28.7297
The Last V Value is : 31.0916
The Last V Value is : 24.7568
The Last V Value is : 28.0169
The Last V Value is : 21.7716
The Last V Value is : 26.7091
The Last V Value is : 24.942
The Last V Value is : 19.8336
The Last V Value is : 20.3874
The Last V Value is : 27.1664
The Last V Value is : 29.5489
The Last V Value is : 24.8111
The Last V Value is : 30.5077
The Last V Value is : 23.6206
The Last V Value is : 29.0815
The Last V Value is : 30.7395
The Last V Value is : 33.0356
The Last V Value is : 23.1171
The Last V Value is : 32.8448
The Last V Value is : 20.4198
The Last V Value is : 23.033
The Last V Value is : 23.9467
average final V value : 27.3846
total change time : 80.14


Threshold (S, V) : (6.5, 10.5)
The Last V Value is : 25.3335
The Last V Value is : 26.4103
The Last V Value is : 26.2122
The Last V Value is : 27.3471
The Last V Value is : 25.0329
The Last V Value is : 26.8851
The Last V Value is : 29.3293
The Last V Value is : 32.3494
The Last V Value is : 26.0858
The Last V Value is : 22.6635
The Last V Value is : 26.5774
The Last V Value is : 30.1091
The Last V Value is : 31.7557
The Last V Value is : 29.9148
The Last V Value is : 30.1285
The Last V Value is : 26.2866
The Last V Value is : 31.1375
The Last V Value is : 26.9348
The Last V Value is : 33.5474
The Last V Value is : 33.4827
The Last V Value is : 27.706
The Last V Value is : 24.223
The Last V Value is : 28.5914
The Last V Value is : 32.6433
The Last V Value is : 30.9486
The Last V Value is : 31.2416
The Last V Value is : 27.1424
The Last V Value is : 26.5917
The Last V Value is : 34.3041
The Last V Value is : 29.9566
The Last V Value is : 22.6498
The Last V Value is : 27.9715
The Last V Value is : 32.9308
The Last V Value is : 30.9161
The Last V Value is : 30.9936
The Last V Value is : 28.9716
The Last V Value is : 29.2785
The Last V Value is : 27.3793
The Last V Value is : 31.0529
The Last V Value is : 28.3083
The Last V Value is : 22.0624
The Last V Value is : 27.3618
The Last V Value is : 27.4768
The Last V Value is : 28.9275
The Last V Value is : 30.1533
The Last V Value is : 31.2767
The Last V Value is : 28.4931
The Last V Value is : 28.7271
The Last V Value is : 22.0687
The Last V Value is : 27.4533
average final V value : 28.5065
total change time : 75.86


Threshold (S, V) : (7, 10.5)
The Last V Value is : 25.3484
The Last V Value is : 22.4867
The Last V Value is : 26.4118
The Last V Value is : 24.1817
The Last V Value is : 30.8543
The Last V Value is : 31.2553
The Last V Value is : 31.1744
The Last V Value is : 26.3932
The Last V Value is : 28.5917
The Last V Value is : 23.6499
The Last V Value is : 34.5806
The Last V Value is : 28.0056
The Last V Value is : 28.5043
The Last V Value is : 29.4934
The Last V Value is : 24.3067
The Last V Value is : 24.8479
The Last V Value is : 28.5585
The Last V Value is : 33.8947
The Last V Value is : 29.8466
The Last V Value is : 30.8468
The Last V Value is : 33.834
The Last V Value is : 31.9125
The Last V Value is : 26.0014
The Last V Value is : 24.993
The Last V Value is : 33.6413
The Last V Value is : 27.4007
The Last V Value is : 28.265
The Last V Value is : 30.1464
The Last V Value is : 27.7254
The Last V Value is : 30.4496
The Last V Value is : 26.6898
The Last V Value is : 32.1952
The Last V Value is : 28.6702
The Last V Value is : 29.0512
The Last V Value is : 29.1766
The Last V Value is : 29.5225
The Last V Value is : 26.0696
The Last V Value is : 27.6041
The Last V Value is : 22.0186
The Last V Value is : 25.2618
The Last V Value is : 27.08
The Last V Value is : 27.3511
The Last V Value is : 24.6453
The Last V Value is : 28.5948
The Last V Value is : 24.3716
The Last V Value is : 24.3219
The Last V Value is : 29.6103
The Last V Value is : 29.8434
The Last V Value is : 28.364
The Last V Value is : 29.5093
average final V value : 28.1511
total change time : 54.4


Threshold (S, V) : (7.5, 10.5)
The Last V Value is : 21.8968
The Last V Value is : 30.8862
The Last V Value is : 20.9214
The Last V Value is : 23.8403
The Last V Value is : 27.5004
The Last V Value is : 25.236
The Last V Value is : 25.3283
The Last V Value is : 26.042
The Last V Value is : 29.1173
The Last V Value is : 25.3767
The Last V Value is : 28.7691
The Last V Value is : 27.1782
The Last V Value is : 24.3779
The Last V Value is : 29.1953
The Last V Value is : 26.4289
The Last V Value is : 26.7913
The Last V Value is : 27.0786
The Last V Value is : 24.2629
The Last V Value is : 29.3547
The Last V Value is : 28.4336
The Last V Value is : 27.7561
The Last V Value is : 29.3911
